fname,summary
test_0,#Person1#은 Ms. Dawson에게 모든 직원들에게 사내 메모를 보내 모든 통신이 이메일과 공식 메모로만 제한된다는 내용을 알리도록 요청합니다. Ms. Dawson은 정책의 적용 범위와 직원들의 반응에 대해 질문합니다.
test_1,"#Person1#과 #Person2#는 출퇴근 시간의 교통체증에 대해 이야기합니다. #Person1#은 대중교통 이용을 제안하고, #Person2#는 이를 고려하기로 합니다."
test_2,"#Person1#은 #Person2#에게 Masha와 Hero가 이혼 신청을 했다고 전하고, #Person2#는 놀라워한다."
test_3,"#Person1#은 Brian의 생일 파티에 참석하여 그와 춤을 춘다. Brian은 #Person1#의 외모를 칭찬하고, #Person1#은 파티를 칭찬한다."
test_4,"#Person2#는 #Person1#에게 올림픽 스타디움이 6월에 완공될 예정이며, 총 5000석의 좌석이 있다고 설명합니다."
test_5,#Person1#은 회사를 그만두고 자신의 사업을 시작하려고 합니다. #Person2#는 #Person1#에게 사업 계획서를 작성하는 방법을 설명합니다. #Person1#은 그 과정이 복잡하고 번거롭다고 느껴 기존 직업을 유지하기로 결정합니다.
test_6,"#Person2#는 간지러움을 느끼고 있으며, #Person1#은 #Person2#가 수두에 걸렸다고 의심합니다."
test_7,#Person2#는 체크아웃 시 청구서에서 세탁 서비스 요금이 잘못 청구된 것을 발견합니다. #Person1#은 이를 확인하고 수정해 줍니다.
test_8,#Person1#은 스티븐에게 아내가 비서와 바람피운 것을 알게 되어 이혼하려 한다고 말합니다. 스티븐은 #Person1#을 설득하려고 합니다.
test_9,#Person1#과 #Person2#는 아브라함 링컨의 뛰어난 인품에 대해 이야기한다.
test_10,"#Person2#는 허베이로 여행을 가고 싶어 하지만, #Person1#은 황사로 인해 호흡기 감염 환자 수가 증가한다고 경고합니다."
test_11,#Person2#는 Francis의 생일 파티에 참석하여 선물로 원격 조종 자동차 모델을 주었다. Francis는 그 선물을 매우 좋아한다.
test_12,Tony는 부정행위를 하다가 들킨 후 불합격 판정을 받았습니다. Steven은 Tony에게 실수에서 배우라고 조언합니다.
test_13,"#Person1#은 9시 30분 기차를 타기 위해 서둘러야 하지만, #Person2#는 여전히 충분한 시간이 있다고 생각한다."
test_14,"#Person2#는 #Person1#에게 충분한 수면과 운동을 권장하며, 미래에 대해 걱정하지 말라고 조언합니다."
test_15,"#Person1#과 #Person2#는 오늘 밤 Ruojia의 결혼 파티에 참석할 예정이다. #Person1#은 그녀의 트위터를 통해 소식을 알게 되었고, #Person2#는 이메일을 통해 알았다."
test_16,#Person1#과 #Person2#는 스트립 게임을 하면서 재미를 느끼고 있습니다.
test_17,"#Person1#은 마이크에게 그의 여동생 외모, 성격, 지능에 대해 묻습니다."
test_18,"#Person2#는 #Person1#의 체온을 측정하고, #Person1#이 아파서 결석했다고 미리 학교에 연락했어야 한다고 말합니다."
test_19,#Person2#는 #Person1#의 도움으로 새 휴대폰을 구매합니다.
test_20,"프랭크는 주디에게 우체국에서 일하게 되었고, 정부가 제공하는 좋은 건강보험 혜택 때문에 그곳에 지원했다고 설명한다."
test_21,"#Person2#는 #Person1#에게 자신의 기술, 자격증, 사무 기술에 대한 훈련, 그리고 이 직책에 적합한 경력을 설명합니다."
test_22,#Person1#은 #Person2#에게 스테이크가 미디엄 레어로 주문되었으나 만족스럽지 않다고 말합니다. #Person2#는 다른 스테이크를 가져다 주겠다고 약속합니다.
test_23,#Person1#은 Tom에게 그의 소설이 노벨상을 받았다는 소식을 전하며 축하합니다.
test_24,"#Person2#는 #Person1#에게 자신의 자동차 디자인 전공과 과학 석사 학위, 이전 직장에서의 연구 경험을 설명합니다."
test_25,"#Person1#과 #Person2#는 술 마시는 습관에 대해 이야기합니다. #Person1#은 보통 맥주 두 잔을 마시고, #Person2#는 밤새 10잔을 마십니다. #Person2#는 #Person1#에게 칵테일을 추천하지만, #Person1#은 맥주를 선호합니다. #Person2#는"
test_26,"메이의 엄마는 메이에게 소풍 준비를 도와달라고 요청합니다. 메이는 토스트와 치킨 윙을 먹고 싶어하며, 엄마를 위해 과일 샐러드와 크래커를 준비합니다."
test_27,"James는 Muriel Douglas와 새 계정에 대해 논의하기 위해 만났습니다. 그들은 휴일을 어떻게 보냈는지에 대해 이야기합니다. James는 가족과 스키를 타러 갔고, Muriel은 L.A.에서 시간을 보냈습니다."
test_28,"#Person1#은 ATM에서 돈을 인출하려고 했으나, #Person2#의 음성 안내에 따라 실수로 10000달러를 세계 야생동물 재단으로 이체했습니다."
test_29,#Person2#는 #Person1#에게 자신이 사교적이고 직장 동료들과 대화할 때 진심을 전하는 것이 중요하다고 말합니다.
test_30,"Mr. Polly는 가게에서 음료수를 사고 싶지만, 지갑에 돈이 부족합니다."
test_31,프랜시스와 모니카는 금요일 오후에 재무 보고서를 검토하기로 약속했습니다.
test_32,"#Person1#과 #Person2#는 인터뷰 준비 워크숍에서 깔끔한 복장, 친절한 태도, 정직한 대답의 중요성을 논의합니다."
test_33,#Person1#은 #Person2#에게 그녀가 더 이상 #Person2#를 보고 싶어하지 않는 상황에서 #Person2#의 캐릭터가 분노와 슬픔을 동시에 느끼지 않을 것이라고 설명합니다. #Person1#은 #Person2#에게 자신의 방식으로 연기해 보라고 요청합니다.
test_34,"#Person1#은 Mrs. Todd의 정원에서 그녀를 만나 인사를 하고, 가게에서 필요한 물건이 있는지 묻습니다."
test_35,빌은 이번 주에 밤 10시까지 일하면서 피곤해졌습니다. 그의 형은 미국 출장으로 몇 주간 머물고 있습니다. #Person1#은 친구와의 약속 시간을 확인하기 위해 빌의 시계를 봅니다.
test_36,"Simon은 Cleo에게 내일 핵무기 확산을 막는 시위에 가자고 제안하지만, Cleo는 시위가 복잡하고 상처받을 가능성이 있어 거절한다. Cleo는 대신 물리 시험 공부를 하겠다고 한다."
test_37,#Person1#은 #Person2#가 잘못된 사람을 집에 들여보낸 것에 대해 비난합니다.
test_38,"Mark는 Maggie에게 역사 노트를 빌리려 하지만, Maggie는 노트 대신 도서관에서 복사하라고 제안한다. Mark는 수업 중에 졸리다고 하자, Maggie는 스터디 파트너가 되자고 제안한다."
test_39,"#Person2#는 Turner 교수님의 지질학 고급 과목에 등록하고 싶어 하지만, #Person1#은 #Person2#가 너무 이른 나이라고 생각합니다. #Person1#은 #Person2#에게 Burman 교수님께 여쭤보라고 조언합니다."
test_40,#Person1#은 #Person2#의 가게에서 구매한 펜던트가 깨져 새 것으로 교환을 요청합니다.
test_41,"#Person1#은 박싱 데이 세일을 준비하며 옷을 고르고 있지만, #Person2#는 게임을 보고 싶어 합니다. #Person2#는 #Person1#이 계속 옷에 대해 말하는 것에 짜증을 냅니다."
test_42,"#Person1#은 #Person2#에게 TV 뉴스 디렉터나 잡지 작가가 될 것을 제안하지만, #Person2#는 인터랙티브 미디어 분야에서 일하는 것을 선호합니다."
test_43,"#Person1#과 #Person2#는 지루한 연설을 듣고 있다. #Person2#는 지루함을 달래기 위해 음악을 듣고 싶어 하지만, #Person1#은 예의가 아니라고 생각한다. #Person1#은 #Person2#에게 신문을 읽어보라고 제안하지만, #Person2#는 퍼즐을 싫어"
test_44,#Person1#은 사라에게 도시 중심에서 떨어진 곳에 집을 사면 비용을 절약할 수 있다고 제안합니다. #Person1#은 자신의 시누이와 그녀의 남편이 그렇게 집을 샀다고 설명합니다.
test_45,"Mark Leach는 런던에서 정보 담당관으로 일하며, #Person1#과의 인터뷰에서 그의 업무와 영국 방문객에게 하는 제안에 대해 이야기합니다."
test_46,Lin Fang과 Lucy는 좋아하는 과목과 싫어하는 과목에 대해 이야기한다.
test_47,James는 Mrs. Thomas의 뜰에서 낙엽을 치우고 계단을 쓸며 쓰레기를 버렸습니다. Mrs. Thomas는 James에게 그녀의 개를 산책시켜 달라고 부탁합니다.
test_48,#Person1#과 #Person2#는 난방을 꺼도 밤에는 여전히 춥다고 느낍니다.
test_49,#Person1#은 #Person2#에게 그녀가 더 이상 그를 보고 싶어하지 않는 상황에서 #Person2#의 캐릭터가 화를 느끼고 행동해야 한다고 설명합니다.
test_50,#Person2#는 #Person1#을 프렌드쉽 호텔로 빠르게 데려다 줍니다. #Person1#은 요금으로 20위안을 지불합니다.
test_51,"#Person1#은 다른 버스를 타기 위한 돈이 없어 #Person2#에게 돈을 빌려달라고 요청하지만, #Person2#도 돈이 없다. 그래서 #Person2#는 #Person1#에게 버스 기사에게 환승권을 받으라고 제안한다."
test_52,"#Person2#는 #Person1#에게 시내까지의 거리와 주요 회사들, 그리고 회사 식당의 위치에 대해 설명합니다."
test_53,"#Person1#은 #Person2#에게 Lulu가 Vic과 헤어졌고, 전근 신청을 했다고 전합니다."
test_54,"데이브 톰슨이 샐리에게 전화를 걸어 짐과 통화하려 했으나, 짐이 자리에 없었습니다. 샐리는 짐이 곧 돌아올 것이라고 말했고, 데이브는 나중에 다시 시도하겠다고 했습니다."
test_55,#Person2#가 #Person1#에게 시청으로 가는 길을 자세히 안내합니다.
test_56,#Person1#은 여권을 잃어버렸습니다. #Person2#는 #Person1#에게 분실물 보고서를 작성하고 대사관에 연락하여 새 여권을 발급받으라고 조언합니다.
test_57,"Leah는 Nathaniel에게 Ms. Collins가 다음 주까지 전화를 드릴 수 없다고 알리고, 대신 Ms. Fonda와 오늘 오전 11시 30분에 약속을 잡습니다."
test_58,#Person1#과 #Person2#는 Sarah가 Dick 외에 결혼하지 않겠다는 말에 놀랐습니다.
test_59,"#Person1#과 #Person2#는 파티를 즐기고 있으며, #Person2#는 빨간 드레스를 입은 금발 여자에게 관심을 보입니다. #Person1#은 #Person2#에게 그녀에게 말을 걸도록 격려합니다."
test_60,"Jack은 이번 학기 정치학 수업을 좋아하지만, 작년에 들은 비즈니스 커뮤니케이션 수업을 가장 좋아합니다. #Person1#은 그 수업을 듣고 싶어합니다."
test_61,"#Person1#과 #Person2#는 베이징의 날씨에 대해 이야기합니다. #Person2#는 베이징의 가을이 아름답고, 여름은 덥고, 봄은 따뜻하고 짧으며, 겨울은 춥다고 설명합니다."
test_62,"#Person1#이 #Person2#에게 영화 보러 가자고 제안하지만, #Person2#는 공포, 탐정, 코미디, 로맨스 영화를 좋아하지 않습니다. 결국 #Person2#는 전쟁 영화를 보자고 제안합니다."
test_63,"#Person1#은 Adam에게 학교를 안내받으며, 도서관, 새로 지은 고등학교 교실 건물, 그리고 여름에만 개방되는 큰 수영장에 대해 묻는다."
test_64,"#Person1#이 #Person2#에게 임신 소식을 전하고, #Person2#는 기뻐합니다."
test_65,#Person1#과 #Person2#는 John이 한 여자와 데이트하는 빈도에 대해 이야기하고 있습니다.
test_66,#Person1#은 #Person2#에게 소프트웨어에 그림 그리기 프로그램을 추가하고 하드웨어를 업그레이드할 것을 제안합니다.
test_67,#Person2#는 #Person1#에게 자신이 멕시코 출신이며 중국에 출장으로 다녀왔다고 말합니다. #Person1#은 #Person2#가 해외에서 사업을 하시는 모습이 젊어 보인다고 생각합니다.
test_68,#Person1#은 체중 감량을 원하지만 이전의 다이어트는 효과가 없었습니다. #Person2#는 #Person1#에게 운동 수업에 가보라고 제안합니다.
test_69,James는 여덟 명 자리를 예약했으나 방이 준비되지 않아 기다리고 있습니다.
test_70,"#Person2#는 #Person1#에게 공장의 면적, 설립 연도, 직원 수에 대해 설명합니다."
test_71,"#Person1#은 Rebecca에게 그녀의 첫 직장에 대해 묻습니다. Rebecca는 인턴으로 시작하여 주니어 로컬 뉴스 리포터로 승진했고, 2006년에 런던으로 이사하면서 런던 주간지에 입사했습니다."
test_72,"#Person1#과 #Person2#는 조별 발표를 위해 포스터를 만들기 위해 문구점에 가기로 했습니다. #Person1#은 쇼핑 리스트를 작성하고, #Person2#는 #Person1#이 필요한 물건을 찾는 것을 도와줍니다."
test_73,"#Person1#은 Mary에게 인터넷으로 취직 지원하는 방법을 설명하고, 공식적인 사이트를 통해 안전하게 시도할 것을 권장합니다."
test_74,"#Person2#는 쇼핑 예산을 짜고 있으며, 한 달에 300달러만 사용할 계획입니다."
test_75,"Jane은 병원에 가기 위해 13번 버스를 타려고 하지만, Henry는 13번 버스가 시내 중심에서 출발하여 두 마일을 걸어야 한다고 말한다."
test_76,#Person1#은 내년 판매 예측에 대해 논의하기 위해 #Person2#와 다음 주 화요일 오후 2시 30분에 만날 예정입니다.
test_77,#Person2#는 #Person1#에게 '뉴욕에서의 친구'라는 개인 관광 안내 서비스를 추천합니다.
test_78,"#Person2#는 #Person1#의 회사가 이 분야에서 가장 크고 좋은 회사 중 하나라고 생각합니다. #Person2#는 영업부에서 일하고 싶어하며, 현재 직장에서 월 3,000 위안을 벌고 있습니다. #Person1#은 #Person2#에게 시작 월급이 2,500 위안이라고 말합니다. #Person2#"
test_79,"#Person1#은 계약서에 서명하려 하지만, #Person2#는 계약서가 아직 준비되지 않았다고 말합니다. #Person1#은 서둘러 달라고 요청하고, #Person2#는 초안을 검토해 달라고 부탁합니다."
test_80,"#Person1#은 ABC 렌터카에 전화하여 나이아가라 폭포로 가는 중에 발생한 교통사고를 알리고, #Person2#는 구급차와 경찰을 보내기로 합니다."
test_81,#Person2#가 #Person1#에게 학교 보건실로 가는 길을 안내합니다.
test_82,#Person2#는 시끄러운 소음 때문에 #Person1#에게 방을 바꾸고 싶다고 요청합니다. #Person1#은 오늘은 빈 방이 없지만 내일 방을 바꿔주겠다고 약속합니다.
test_83,"#Person1#은 #Person2#를 베이징 호텔로 데려다주고, Mr. Wu가 국제 호텔에서 저녁 연회에 #Person2#를 초대합니다."
test_84,#Person1#은 길을 잃고 #Person2#에게 현재 위치와 유이창으로 가는 방법을 묻습니다.
test_85,#Person2#의 컴퓨터가 작동하지 않습니다. #Person1#은 #Person2#에게 수리공에게 전화하라고 제안합니다.
test_86,"#Person2#는 어머니의 생신 선물로 시계를 찾고 있습니다. #Person1#은 금색 시계를 추천하고, #Person2#는 그것을 구매하기로 결정합니다."
test_87,". 
# Mr. Fisher는 Ms. Ross에게 뉴질랜드에 지점을 열 계획이 있다고 말합니다. 그들은 발표 날짜와 시간을 확인하고, 커피와 점심 전 스낵 뷔페를 준비하기로 합니다.
</think>

Mr. Fisher는 Ms. Ross에게 뉴질랜드에 지점을 열 계획이라고 말합니다. 그들은 발표 날짜와 시간을 확인하고, �"
test_88,"#Person2#는 #Person1#에게 러시아와 캐나다 사이의 주요 차이점에 대해 설명합니다. 러시아에서는 모든 것이 빠르게 진행되지만, 공공 서비스는 느리다고 합니다. 반면 캐나다에서는 정부가 문제를 해결하고 새로운 기술을 활용하여 비즈니스를 운영합니다."
test_89,#Person2#는 #Person1#에게 카리브해로 휴가를 가고 싶다고 말합니다. #Person1#은 카리브해의 날씨가 좋지 않을 수 있다고 경고합니다.
test_90,#Person2#는 #Person1#에게 소풍에 포도를 가져가자고 제안합니다.
test_91,#Person1#은 #Person2#의 도움으로 경제형 차량을 렌트합니다.
test_92,#Person1#과 #Person2#는 사람들이 웃는 것에 대해 서로 다른 의견을 가지고 있다.
test_93,"#Person1#과 #Person2#는 Wallace가 사장이 된 이후 회사의 판매 성장에 대해 논의합니다. 그들은 새로운 마케팅 전략과 광고 캠페인의 효과를 언급하며, 재정적 어려움이 영원히 끝나기를 희망합니다."
test_94,#Person2#는 가방을 잃어버려 돈을 빌려달라고 #Person1#에게 요청합니다. #Person1#은 돈을 빌려주고 집까지 데려다주겠다고 합니다.
test_95,"Lin은 베이징에서의 식사에 대해 Steven에게 감사하며, 중국에서는 팁을 주지 않는다고 설명한다. Steven은 그 시스템이 혁명적이라고 생각한다."
test_96,빌은 룸메이트와 헤어져 이사를 했다고 #Person1#에게 말한다.
test_97,"#Person2#는 Tom Wilson의 체크아웃을 도와주고, 그는 신용카드로 결제합니다."
test_98,"수잔이 캐롤에게 전화를 걸었으나 캐롤이 부재중이라 #Person1#이 대신 전화를 받습니다. 수잔은 파티의 날짜와 장소를 묻고, 디저트 가져오기를 요청합니다."
test_99,"#Person1#은 #Person2#를 어디서 본 적이 있는 것 같다고 생각하지만, #Person2#는 부인합니다."
test_100,"#Person2#는 트럼프를 지지하고 그가 미국을 다시 위대하게 만들 것이라고 믿지만, #Person1#은 바이든을 지지한다."
test_101,#Person2#가 #Person1#에게 ATM 사용 방법을 설명합니다.
test_102,"수잔 밀러는 John에게 사무실 절차에 관한 메모의 위치를 묻지만, John은 기억하지 못한다."
test_103,#Person1#이 #Person2#에게 소풍에 초대합니다. #Person2#는 편한 옷과 걷기 좋은 신발만 준비하면 됩니다.
test_104,#Person2#는 중국에서 식사하는 것이 독특한 경험이라고 생각합니다. #Person1#은 #Person2#에게 젓가락을 밥그릇에 꽂지 말라고 상기시킵니다.
test_105,"Frank와 Mary는 서로 좋아하는 영화 장르에 대해 이야기하고, Mary는 Frank에게 동네의 영화 대여점에 가입할 것을 권유한다."
test_106,"#Person2#는 환경 문제에 관심이 많아 녹색당에 가입할 생각을 했으나, 시간이 없어 가입하지 않았습니다. #Person1#은 작은 정치 단체나 압력 단체가 큰 정당에 영향을 미칠 수 있다고 생각합니다."
test_107,#Person1#은 Wilson 씨에게 상품 문제로 인해 사과하며 책임을 지겠다고 약속합니다. #Person1#은 문제 해결을 위해 포장을 개선할 계획입니다.
test_108,#Person2#는 강도가 은행에 총을 든 채 혼자 들어왔다고 #Person1#에게 말합니다. #Person1#은 #Person2#에게 경찰서에 와달라고 요청합니다.
test_109,#Person2#의 부모님은 일주일에 한 번씩 외식을 하신다. #Person1#과 #Person2#는 저녁으로 피자를 주문하기로 했다.
test_110,"#Person1#은 새해 결심으로 다이어트를 하기로 했지만, #Person2#는 #Person1#의 결심을 믿지 않는다."
test_111,"Karen Huang은 Comp Lit 287 수업에 등록하고 싶어 하지만, #Person1#은 수업이 이미 만원이라고 말합니다. Karen은 비교문학 전공생임을 밝히자, #Person1#은 특별 코드를 제공하여 수업에 등록할 수 있도록 도와줍니다."
test_112,#Person2#가 #Person1#에게 우산을 함께 쓰자고 제안합니다.
test_113,"Jack은 Daisy에게 자신의 새 차를 보여주며, Daisy는 그 차가 빠르고 잘 달린다고 생각한다."
test_114,#Person1#은 #Person2#에게 큰불이 언제 발생했는지 정확한 시간을 묻습니다.
test_115,"#Person1#은 #Person2#에게 905위안이라고 말합니다. #Person2#는 현금으로 900위안만 가지고 있어 5위안을 줄여달라고 요청합니다. #Person1#은 이를 거절하고, #Person2#는 신용카드로 결제합니다."
test_116,"#Person1#은 #Person2#에게 일반 세차 패키지의 세부 사항을 설명하고, #Person2#는 이를 선택합니다."
test_117,#Person1#은 해리에게 올해 어디로 휴가 갈 계획이 있는지 묻는다. 해리는 배로 이집트에 가는 것을 고려 중이지만 아내의 걱정 때문에 아직 결정을 내리지 못했다.
test_118,"�라서요.
#Johnson#은 #Person1#에게 웨이트 기계를 사용하는 방법을 설명하고, 각 기계에 적합한 무게를 설정하는 방법을 알려줍니다. #Person1#은 카드를 사용하여 진도를 추적할 수 있습니다. #Person1#은 7개 기계가 남았지만 지쳐서 #Johnson#에게 나머지 기계에 적합한 설정을 묻"
test_119,"#Person1#과 #Person2#는 실직 상태이며, #Person2#는 #Person1#에게 전기 기술자 프로그램에 지원할 것을 제안합니다."
test_120,#Person1#은 #Person2#에게 강아지의 목욕과 수의사 예약을 상기시킵니다.
test_121,"#Person1#은 집주인에게 200달러를 빚졌고, 에이든에게 돈을 빌리려 한다. 에이든은 돈이 빠듯하지만 20달러를 빌려줄 수 있다고 한다. #Person1#은 에이든을 저녁 식사에 초대한다."
test_122,#Person2#는 #Person1#에게 자선 단체에서 일한 경험과 그로 인해 사고방식에 미친 영향에 대해 이야기합니다.
test_123,#Person2#는 #Person1#에게 전화나 이메일로 연락할 수 있다고 말합니다.
test_124,#Person2#는 #Person1#에게 모우탄과 베이징 오리 구이를 추천합니다.
test_125,"Angela는 Dan에게 다음 주에 친구의 결혼식에 함께 가자고 초대합니다. Dan은 이미 선물을 준비했고, Angela는 Megan도 초대하고 싶어합니다."
